image_name| comment_number| comment
3098714492.jpg| 2| A bride and groom pose with their wedding party .
5995817000.jpg| 1| A young girl in a white t-shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .
3929242702.jpg| 1| A boy in a green handstands with his arms spread before a stone edifice .
3046312861.jpg| 4| Female gymnast and coach training on the uneven bars .
7959752686.jpg| 0| Native man in blue garb holds flaming torch on long pole in advance of a pair of decorated marching elephants .
4591228112.jpg| 0| A man wearing all black is inspecting a marbleized sculpture sitting atop a wooden mount .
2698119128.jpg| 2| Girl in orange suit swims in pool .
8151603778.jpg| 2| A biker in a red , white , and blue shirt rides past a lake and some people .
2366306683.jpg| 1| A man in a gray suit is talking in front of a microphone .
839295615.jpg| 0| A person in brown and two older cars in front of a white building .
4705826062.jpg| 0| A man wearing a gray shirt and backpack eating an ice cream cone while a women in an orange shirt stands next to him .
3158365397.jpg| 0| A man in a brown leather jacket and another man in black are playing slot machines in a casino .
1557451043.jpg| 3| A girl is sitting on the beach and staring at the ocean .
2266142543.jpg| 1| a man with black rimmed glasses sleeping with a drink in his hand
2830880811.jpg| 2| A dog is running while catching a tennis ball in its mouth .
2720190418.jpg| 4| Two women work in a field picking plants .
4871134747.jpg| 1| The back of two men with beanies on in front of a large stone wall .
1024138940.jpg| 3| Two dogs playing in the sand at the beach .
2170222061.jpg| 4| A dog biting the tail of a cow .
4260498576.jpg| 4| A man teaches mathematics to a class .
2643263887.jpg| 2| A boy in green trunks slides down a water slide .
6056271620.jpg| 0| There are women dressed in black dresses wearing hats and men wearing black suits and white shirts waiting in a line at a food truck .
2500354186.jpg| 0| A boy walks through a dusty rocky yard with a bicycle tire on his shoulder .
2466495935.jpg| 0| A blue and white soccer team playing against each other .
4265333893.jpg| 3| A woman in a red coat selling various herbs and food .
333214858.jpg| 4| A baker pulling out loaves of french bread .
4439089558.jpg| 4| Girl with floppy purple hat at intersection in big city .
3218481970.jpg| 3| A man jumps with a basketball to make a hoop .
3545779287.jpg| 0| A large dog is running on the grass with a rope in its mouth .
3078402009.jpg| 0| An indoors basketball game is in progress among racially-mixed group of males ; one holds the ball with two hands overhead .
502671104.jpg| 1| The little girl in the pool is wearing a red swimsuit .
5425075136.jpg| 0| A low angled shot of skateboarder in midair while doing a trick , with the blue sky and white clouds in the background .
2769233092.jpg| 1| Two little girls in dresses , one older , one younger , on a shoreline with some larger rocks just sticking out of the water .
4849118892.jpg| 2| A woman and two men unhappily look at something .
7291465794.jpg| 2| Man on wakeboard is in midair while grabbing the board with his hand .
5902223492.jpg| 1| A group of men dressed as American forefathers holding flags with a crowd and a brick building in the background .
2748726146.jpg| 3| A band performing for an audience .
4973530552.jpg| 2| An elderly woman with a bag walking under an airport sign .
260392919.jpg| 0| Two men dressed in medieval period attire are in a dirt enclosure with the man dressed yellow has his foot on the man wearing red and blues back .
2537034263.jpg| 2| People gathered in front of a store named Central market .
367964525.jpg| 4| A large German shepherd runs though deep snow .
1225443522.jpg| 0| A woman in a blue coat and blue heels walks down a city sidewalk at night .
5452434213.jpg| 3| A small male child playing in the sand .
4143332417.jpg| 0| A woman in a black and yellow shirts works the clean the floor under the red chairs .
7239534164.jpg| 2| Men and women on stage holding poles with colors and performing .
3574627719.jpg| 2| Three guys , with a guitar , yelling .
3368207495.jpg| 1| A dog leaps in the air while chasing a tennis ball .
6006578474.jpg| 1| This woman is horseback riding on a sunny afternoon .
2774041957.jpg| 0| A boy in an orange shirt plays on a large drainpipe with several other children in a sandy area .
7979243971.jpg| 3| Two women , both with blond-hair , share an affectionate moment .
4808416879.jpg| 4| Two cyclists are waiting at a crossing zone .
27590618.jpg| 0| Three people wearing hats , two sitting , talking , and eating , and one laying down .
1193116658.jpg| 4| There is a girl on a unicycle and a child on a scooter .
3658427967.jpg| 3| A boy jumps into the water at a beach .
3269087421.jpg| 0| A man in a flowered shirt holds a microphone beside a violin player standing in a crowd of people .
2380765956.jpg| 3| Girl in green and blue jacket walking past an enclosed field .
3847453204.jpg| 2| A female Asian toddler in shorts and sandals carrying a pillowcase .
2712523658.jpg| 2| A man wearing sunglasses and a blue shirt is picking up trash in a big fountain
6337228599.jpg| 2| A guy who caught a giant fish reels it in then picks it up with a extended net .
7757250094.jpg| 4| Baseball players playing a game at the park .
3323661814.jpg| 1| A little girl jumps in ballet in class as two others look on
2448741990.jpg| 4| A man rides an ATV around a track .
452962852.jpg| 4| A young child is wearing a blue striped shirt .
2035902801.jpg| 2| Three men are riding on public transportation .
4924958553.jpg| 1| Four people are waiting inside the Psychic Readings by Mrs. Lillian shop on the street .
3634200287.jpg| 0| A bald musician wearing a black shirt plays his guitar on stage .
3665128265.jpg| 1| A young girl poses with a fishing pole as her picture is taken .
2194495372.jpg| 4| Boys and adults at a soccer game .
7247347662.jpg| 3| A young woman jumping over wooden objects in front of onlookers .
413737417.jpg| 4| A group camps in a desolate area .
2511565376.jpg| 4| People eating and drinking outdoors .
2527713011.jpg| 0| The black and white race car is going fast around the track while fans watch nearby .
4234228276.jpg| 4| Person is rising his finger .
4929237993.jpg| 2| Two women and an african american man are playing .
3474958471.jpg| 1| A person wearing beige snow clothes is flying in the air on a snowboard .
2274992140.jpg| 3| Two little children and one is playing with a slinky .
3399944164.jpg| 2| A girl in yellow is laying down and man is looking at the camera .
4802801396.jpg| 3| A park outside of a city that has a water fountain .
2195887578.jpg| 3| Two men step off the bus together .
4764080090.jpg| 4| A woman smiling at a man on the street .
2075041394.jpg| 4| A brown dog chasseing a white dog .
224153937.jpg| 3| There are lots of people in the streets .
3320209694.jpg| 3| A man with a purple hat is climbing a rock .
170273913.jpg| 2| A man in a security outfit smiles as a crowd gathers around him .
7325899094.jpg| 4| A man surfs in bright , blue water .
3665355241.jpg| 1| An adult women and a little girl sit by water in the woods .
190878894.jpg| 4| Three young women smiling for a photo .
25411181.jpg| 4| A man in a pilot outfit is getting off a plane .
4429773871.jpg| 4| A woman is looking over a ledge .
3871177631.jpg| 0| A man in a gray shirt and two boys in swim trunks are playing in the ocean waves .
241959826.jpg| 1| Three young adults are cooking in a kitchen together .
4653320440.jpg| 2| Two young girls in shorts wading in the ocean .
515755283.jpg| 2| There are three policemen and a police motorcycle .
368212336.jpg| 2| A young man in a gray sweater is looking downtown .
27782020.jpg| 3| People on the city street walk past a puppet theater .
3262386960.jpg| 4| The people in the masks are fencing .
4515663265.jpg| 4| Two people and a baby walking through a river .
1681253990.jpg| 1| A woman drawing a portrait on a white wall with trees in the background .
7719481340.jpg| 2| LeBron James , playing for Team USA , is attempting a layup from underneath the basket .
2344699642.jpg| 4| A dog jumps to catch a flying disc .
416840980.jpg| 0| A young girl in blue in a swinging outside with her eyes closed and hands off the swing 's chains .
4772900584.jpg| 0| A man in a brown straw hat is riding his bicycle on the street .
6881296905.jpg| 2| Two tall basketball players are attempting to block a smaller player from throwing the ball .
4782619449.jpg| 4| Two old men smiling in robes .
3204354161.jpg| 0| The man is hanging off the back of the motocross bike as it is jumping through the air .
4181549116.jpg| 4| A very young child is scribbling with crayons .
4742019207.jpg| 4| A man in a blue tank top washes his face .
6074238868.jpg| 4| Two women in white lab coats .
2468906010.jpg| 4| Girls are playing volleyball .
2830276969.jpg| 2| Man wearing glasses and a green shirt , performing a task on a computer .
4928550914.jpg| 4| Men standing with a thing on their heads .
4567711312.jpg| 1| A man with dreadlocks and a beard is talking on his cellphone .
4032520378.jpg| 3| A woman is showing her fingers full of rings into the mirror .
2112921744.jpg| 1| A white dog is standing on a grassy hillside .
2302336943.jpg| 3| A person in a fur collared coat is walking past a statue .
2891240104.jpg| 2| Four men standing behind cash register and tip jar .
4745414475.jpg| 0| A little girl in a white dress sits in an open doorway holding a bouquet of flowers .
3185371756.jpg| 1| A woman in blue bends over backwards on the street .
254169701.jpg| 2| A girl is throwing a football on the beach .
2408224709.jpg| 0| A little girl wearing a purple printed pajama top is leaning on a street railing and staring at her view .
4680280693.jpg| 2| Many large filled bags are stacked on top of a white car .
6147060999.jpg| 2| Three children are playing in the water near a boat .
473424713.jpg| 2| Aerial view of a computer lab or library with several users on a computer .
208053776.jpg| 3| Four people looking through a fence at something .
702083815.jpg| 0| A baseball pitcher is halfway through his motion of throwing the ball .
3697675767.jpg| 2| A motocross rider is slightly airborne on a competition circuit jump .
4966187934.jpg| 0| A blond horse decorated in pink feather headdress , strapped to a leather harness , and strapped to a pink carriage , standing next to a man , inn a dark shirt , sitting in a chair , with photographs on wood canvas along a city sidewalk .
7700080810.jpg| 4| Two teams competing in the Olympics .
4592281294.jpg| 0| A woman is talking to a child in a carriage that she is pushing .
2699426519.jpg| 2| A brown and white dog is running with its mouth open .
6296537344.jpg| 1| Two young men playing a game on rollerskates with curved sticks , while a referee looks on .
4961553786.jpg| 2| A woman in a green tank top runs in a crowd of men during a race .
7025947589.jpg| 2| A man in a red robe sweeps a large area .
4696548185.jpg| 3| A group of women are participating in a roller derby game .
1581822598.jpg| 0| A dog jumps in the snow trying to catch a snowball .
2116857398.jpg| 3| A man in a scarf is playing a tuba .
2803337740.jpg| 3| A man tending to the clothing in his outdoor shop .
3347701468.jpg| 0| A soccer team with blue jerseys is huddled together with their hands touching above their heads .
3884704036.jpg| 0| Two officials in white and black uniforms speak with pedestrians in the street at night .
4799796561.jpg| 2| A black man in a blue and white shirt sitting on some stairs .
4852825505.jpg| 1| Two figures walking in front of an Asian fruit and vegetable market .
306395036.jpg| 4| A little boy in a swimming pool .
444881000.jpg| 3| A group of college students walk in nice weather .
6907188365.jpg| 4| A man with green shoes is jumping to catch a frisbee .
200771289.jpg| 0| Two men in black bulletproof vests watch something taking place to the right of the picture .
421648862.jpg| 3| A young girl in pigtails plays in the sand at a beach .
2282043629.jpg| 1| A family standing in the snow on a sledding trip .
2059842472.jpg| 0| A little toddler in blue pants is crawling on the road .
384080245.jpg| 3| A man is looking at one of his four flat screen computers .
2972925005.jpg| 1| Two women and a man are standing next to a picnic table covered in food and water .
3407317539.jpg| 1| A black and white dog is running across a snow covered field .
3663793993.jpg| 3| A young child is playing in a water sprinkler .
4650040688.jpg| 3| A Taiwan man holds a sign protesting the government .
2679494234.jpg| 1| A man in swim trunks hugging a woman in cutoffs and a bikini top in a fountain .
4892334228.jpg| 1| A lady in white shirt is holding something in her hand and turning around .
4707314246.jpg| 3| A woman in a white shirt holding a sign .
3170110692.jpg| 1| A man and a woman are dressed as Groucho Marx with fake cigars .
3665441862.jpg| 0| A caucasian toddler in a pink hat has her hands on top of a low chain link fence and is trying to climb it .
1510926782.jpg| 1| A woman with dark hair holds a vegetable as she stands in front of a table full of vegetables .
8112171798.jpg| 3| A man on a bicycle is doing stunts on the track .
4018622493.jpg| 1| Asian man in colorful attire writing in his traditional language .
2698197294.jpg| 1| The black and white dog is running through the water .
2363918218.jpg| 3| A man is poling in a canoe in a tropical location .
2909237928.jpg| 4| A Newlywed man and women sitting by a tree .
6800762956.jpg| 2| A flock of swans gathers around a person in a boat on a sunny day .
4346213739.jpg| 3| Construction workers wearing white hard hats work on the street .
3621623690.jpg| 4| A horse and rider are jumping over a hurdle .
4270148661.jpg| 0| Two chefs standing in front of a large boiling pot offer a spoonful of their dish .
4697429772.jpg| 0| A girl wearing a white shirt and holding a fishing pole near a body of water .
170614554.jpg| 2| A group of teenagers and children with backpacks congregates in the grass under a tree .
3757332635.jpg| 0| A small group of three boys and two girls , is standing on the beach near the water .
226634003.jpg| 0| Two women walking down a sidewalk hugging at the waist , both women are wearing hats .
8043180155.jpg| 2| A little girl in pink , blue , and red walk the city alleyway after a rainy day .
3134647768.jpg| 2| A woman wearing a towel and drinking water is seen through a bathroom door .
2536965203.jpg| 1| Two workers wearing orange vests maneuver a load of material onto an escalator .
3738551665.jpg| 3| Two men talk at a crowded beach on a nice day .
7178610575.jpg| 4| Military couple enjoying dance at officers function .
1488937076.jpg| 2| Three dogs are running and playing together by the side of a house .
5893980467.jpg| 4| Two children , a boy and a girl , are playing outside in the rain .
4512401912.jpg| 1| A group of women in matching outfits and hats talk to a pair of policemen .
2505988632.jpg| 1| A girl wearing pink shoes jumps over a rope and smiles .
4654284177.jpg| 3| A pool player lines up his shot , as friends stand by awaiting their turn .
8159685316.jpg| 2| Several women in racing singlets run in a pack .
6154676236.jpg| 3| Model posing as ballerina being photographed .
4451504790.jpg| 3| A boy in a red sweatshirt pretends to drive a tractor .
2460804866.jpg| 0| A little boy crawls along the surface of a big rock .
7670346550.jpg| 2| Two Olympic martial arts competitors go after each other in an international martial arts spectacle .
4971911720.jpg| 1| A woman and her daughter wait for their ride after getting groceries as two people walk past them .
3072730593.jpg| 4| A woman with a feather on her hat .
2253052296.jpg| 3| A child is cleaning a window .
3179833180.jpg| 3| A man opening the back driver side door of his parked vehicle along a sandy road .
2531273794.jpg| 1| A man in an orange vest is waiting at a train station .
30518628.jpg| 1| A man in a shirt with flowers is looking down .
2628331789.jpg| 1| While others watch , a young girl jumps into a pool as a woman reaches for her .
3656104088.jpg| 2| A pelican in mid-flight above a group of pelicans .
4738781753.jpg| 3| A crowd of people wait in anticipation for an event .
4706794395.jpg| 4| Stage girl at a Vegas Review
3132619510.jpg| 1| Two white dogs are running along side one another next to a fence .
1096395242.jpg| 2| A young child plays with his new light-up toy .
3494034357.jpg| 1| Two women tennis players get in their ready positions awaiting the next service .
184326428.jpg| 0| A man in a yellow shirt and light colored pants sits next to a woman wearing a light colored hat in front of a camper while a young boy in a yellow shirt and jeans tosses rocks .
3030565991.jpg| 1| A young field hockey player wearing a blue jersey takes possession of the ball .
2095435987.jpg| 2| The dog rolls over to scratch its back in the sand .
2290936635.jpg| 2| A group of people in a line walking up a small hill towards a building .
3869207554.jpg| 1| A woman in a red shirt and black shorts jogs down a narrow road .
4322110026.jpg| 3| a guy wearing a gray t-shirt is shaving is face .
4445707837.jpg| 3| People walk through a crosswalk in a city .
2403532277.jpg| 3| Two men outside practice martial arts .
3091010827.jpg| 4| A black-haired man playing a guitar .
534875358.jpg| 4| a girl in a blue hoodie is carrying a brown bag
4287001609.jpg| 1| A worker wearing gloves is bending over and working .
1130401779.jpg| 3| Two dogs splash through the water .
2176776800.jpg| 4| We drank so much even Uncle Henry was smiling .
3402059145.jpg| 3| Three boys at a pool 's edge jump into their father 's arms .
575636303.jpg| 1| A little girl in bright yellow with a group of kids .
7754645524.jpg| 4| A group of people have gathered in a grassy field on a sunny day .
3658733605.jpg| 3| a biker performs a trick in the air .
137430967.jpg| 2| A group of spectators outside in the cold , all focusing on the same object .
4752074992.jpg| 1| A young women carrying some wooden cases , walking down the street and passing a street performer .
6981006477.jpg| 3| A woman in a pink shirt is kneeling next to a river while washing .
2507182524.jpg| 1| A white dog wearing a blue collar runs for a green ball .
4740350587.jpg| 4| A crowd of police officers standing in the street .
8086165175.jpg| 4| A woman wearing all blue is sitting under a large painting .
5615068475.jpg| 1| A woman in a dark tank top and cuffed jeans is smiling while sitting on top of a large rock or boulder outdoors .
4027160843.jpg| 1| A lady wearing a yellow dress and ballerina slippers , and a man wearing a striped suit .
328887787.jpg| 1| A woman bike rider looking over water at a view point .
4304085122.jpg| 4| A woman is writing in a lined notebook at a desk with a coffee mug .
2510029990.jpg| 1| Child in a blue hoodie and shorts is sliding down a slide .
4927312317.jpg| 1| A naked man sitting in the park near his bike reading the paper .
402839598.jpg| 0| The young girl wearing a pink shirt is putting a box , with a drawn face and bow , on a shelf along with other food .
6033533190.jpg| 2| A person crouches over bags of supplies on the street in front of a steel door .
92413203.jpg| 1| Somewhere in a hot dessert a couple of people walking along and some on horses .
3285993030.jpg| 2| A curly clack dog is running down a natural path .
2338798208.jpg| 4| Three blond girls baking .
6924508104.jpg| 0| Two go-carts with riders , one wearing a white and the other a black helmet .
358779007.jpg| 3| A small child sitting on his knees on a white tile floor .
1396064003.jpg| 1| an upside down man doing a flip on a waterski board
6899246013.jpg| 4| Two players face off in a basketball game .
2167365840.jpg| 0| A man is about to saw off a small tree limb while a child in a fireman 's hat watches .
897621891.jpg| 0| A little boy underwater in a pool , holding a plastic dinosaur .
3328324395.jpg| 1| A group of people holding tools stand in front of an uncompleted house .
4610461009.jpg| 3| A woman is walking while carrying a basket and a cigarette .
230269706.jpg| 0| A child , wearing a black hat , leather vest and chaps is petting a steer 's nose at a rodeo .
4584266011.jpg| 0| A filming crew get ready to take pictures of a woman as a man holds an umbrella above her .
4889084974.jpg| 2| Construction worker in orange vest laying square stone pavers .
5306262761.jpg| 2| A boy with snowshoes on is sitting in the snow and smiling .
7986954235.jpg| 3| People watching the players take the field .
3367034082.jpg| 2| A girl smiles at another girl in a group of people hanging out .
4887213724.jpg| 0| Street performers with Santa Clause in the middle and ladies on the sides joining hands .
333031366.jpg| 0| A dog is walking through the water carrying a large stick in its mouth .
4756001265.jpg| 1| Two men walking back and forth through a japanese or chinese shopping center .
5126656489.jpg| 2| Two men are plowing a field of mostly dirt .
3479423813.jpg| 3| A man piloting behind the wheel of a boat .
3585598356.jpg| 3| Two women in sparkling bikinis are posing
2816361063.jpg| 1| a young man playing an electric guitar while jumping up and down in front of fans .
1433397131.jpg| 2| A number of colorful balls hide children .
517942470.jpg| 1| A white dog is looking up at a person as they both sit in front of a computer .
4640154368.jpg| 0| A man in a gray shirt and blue shorts is standing outside of an old fashioned ice cream shop named Sara 's Old Fashioned Ice Cream , holding his bike up , with a wood like table , chairs , benches in front of him .
805682444.jpg| 2| The two dogs are white and black and are digging in the mud .
3568197730.jpg| 1| An actor dressed as a pirate performs in an outdoor park .
2075321027.jpg| 2| A man in a beret rides a bicycle down the street .
2295215289.jpg| 2| A child in a jacket is holding a dog while standing in a field .
3760799822.jpg| 0| Two women , standing at a fence , are each talking on their cellphones , while two men sitting on the opposite side of the fence are having a conversation .
2128119486.jpg| 2| A small child with berries all over its mouth .
1287768104.jpg| 2| At a outdoor stage , a woman in a black shirt has her arm around a man in a brown hat .
2308029439.jpg| 2| Girl in red jacket ponders while sitting in an art museum with cubes on the floor .
365849741.jpg| 2| A man rides a unicycle while holding fire lit batons .
4924368758.jpg| 2| A black car is about to cross Walgreens .
6324621970.jpg| 4| Five women engaged in a soccer game .
2074430847.jpg| 1| A man in a dark suit and blue shirt gives a presentation to many people sitting in chairs .
4320863128.jpg| 3| A large group of people are working on a sidewalk landscaping .
4866176322.jpg| 2| this lady is having her picture taken as she does two thumbs up .
2256138896.jpg| 3| A man is climbing the side of a cliff .
4824627321.jpg| 4| Coworkers are working on a projects at tables .
2583755519.jpg| 0| A woman preparing some kind of fish dish , she is wearing a white shirt and has a striped cloth over her left forearm .
4874068843.jpg| 3| A construction crew working on a building site .
394563330.jpg| 4| A Chinese Dragon at a parade .
2204777844.jpg| 0| A child in red , wearing rollerskates is being pushed along by an adult in black .
4410008455.jpg| 3| A lady in a red cap serving food to the community .
17095593.jpg| 2| 2 men painting a wooden bench outside .
2815507707.jpg| 1| A crowd surrounds the Shake Shack on a New York City evening .
109738763.jpg| 1| Rider jumps snowmobile high in rural area .
383657310.jpg| 1| A man in a orange safety vest standing beside a yellow backhoe tearing up asphalt .
8378599.jpg| 2| Young boy in blue jacket learns to ride a skateboard .
4738025604.jpg| 4| female arriving at a scene possibly at a mall .
3036596725.jpg| 0| A white racing dog with a muzzle is racing around the turn of a dirt track .
3848524309.jpg| 4| Four small children standing in a doorway .
468694416.jpg| 3| Two women hold a red and white flag while two other women look on .
4090010832.jpg| 0| A male kid skateboarding down a sidewalk wearing a white striped shirt and black pants .
309777765.jpg| 2| 3 men in uniforms are preparing food on a large surface .
117919518.jpg| 0| A man leans against a rock pillar with his back to an ongoing parade decorated with white and pink balloon arch .
4533751963.jpg| 4| Firefighter getting ready to fight .
3157039116.jpg| 1| A boy in a blue shirt is standing at the foot of a hill with a snowball in his hand .
3403360721.jpg| 2| Two people are sitting in desks across from each other .
1402843760.jpg| 4| A fluffy white dog is outside .
4510764354.jpg| 1| A man in a blue shirt reading the Holy Bible in a Catholic church .
3125041578.jpg| 0| An ice speed skater is skating on the ice wearing a red , blue , and gray uniform .
170547828.jpg| 0| an elderly man checking a fishing net in a small boat on the beach .
40464580.jpg| 2| A black man wearing a knit hat patterned with snowflakes smiles slightly .
118939364.jpg| 0| Redhead woman in pigtails and glasses sewing on a sewing machine .
4451967162.jpg| 1| A woman in black in enjoying the cool and refreshing waterfall .
283428775.jpg| 2| Black retriever plays with a multicolored toy in dry grass .
2493974889.jpg| 1| Two boys are walking down a tree lined dirt path .
3795409752.jpg| 2| A man is giving a powerpoint presentation on a Smart board .
3581818450.jpg| 1| A yellow dog running across a lush green lawn .
6201295346.jpg| 4| Two soccer players are competing for the ball during a game .
3513877683.jpg| 4| Three people have a conversation .
70759194.jpg| 0| An elderly man wearing a blue plaid shirt is sitting in a hospital bed .
220689305.jpg| 2| A woman places her red shopping bag down as she sits down to a table .
3153720471.jpg| 3| A little boy sitting by a gingerbread house sticks his tongue out .
4807594255.jpg| 1| People walking around in the daytime in a busy city .
610841649.jpg| 2| Footballers in red lining up for a penalty shot to protect the goal .
198456565.jpg| 3| A man yawns while riding the train .
